customer_id,customer_type,full_name_en,full_name_ar,id_number,id_type,date_of_birth,nationality,address_line1,address_line2,city,emirate,country,postal_code,phone_primary,phone_secondary,email_primary,email_secondary,address_known,last_contact_date,last_contact_method,kyc_status,kyc_expiry_date,risk_rating,account_id,account_type,account_subtype,account_name,currency,account_status,dormancy_status,opening_date,closing_date,last_transaction_date,last_system_transaction_date,balance_current,balance_available,balance_minimum,interest_rate,interest_accrued,is_joint_account,joint_account_holders,has_outstanding_facilities,maturity_date,auto_renewal,last_statement_date,statement_frequency,tracking_id,dormancy_trigger_date,dormancy_period_start,dormancy_period_months,dormancy_classification_date,transfer_eligibility_date,current_stage,contact_attempts_made,last_contact_attempt_date,waiting_period_start,waiting_period_end,transferred_to_ledger_date,transferred_to_cb_date,cb_transfer_amount,cb_transfer_reference,exclusion_reason,created_date,updated_date,updated_by
CUS877462,INDIVIDUAL,Ahmed Al-Mazrouei,Ahmed Al-Mazrouei,78420021577888,EMIRATES_ID,1998-11-18,INDIA,"Building 222, Street 29",Area 2,Dubai,AJMAN,UAE,50412,+97157448860,,ahmed.al-mazrouei@gmail.com,,NO,,,COMPLIANT,2024-06-08,LOW,ACC7557366,SAVINGS,INDIVIDUAL,SAVINGS - Ahmed Al-Mazrouei,AED,ACTIVE,ACTIVE,2021-12-04,,2024-09-13,2024-09-13,88411.27,78185.31714856219,500,4.46,2076.31,YES,,YES,,,2024-07-31,MONTHLY,TRK935635,,,,,,ACTIVE,0,,,,,,,,,2021-12-04 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS975964,INDIVIDUAL,Omar Al-Shamsi,Omar Al-Shamsi,78419994474885,EMIRATES_ID,1999-09-13,UAE,"Building 962, Street 28",Area 4,Abu Dhabi,ABU_DHABI,UAE,23878,+97155982358,,omar.al-shamsi@gmail.com,,NO,,,COMPLIANT,2025-04-15,LOW,ACC3816607,SAVINGS,INDIVIDUAL,SAVINGS - Omar Al-Shamsi,AED,ACTIVE,ACTIVE,2016-11-21,,2024-06-16,2024-07-07,64874.58,62475.32200145444,500,3.1,1606.24,YES,2.0,NO,,,2024-03-29,ANNUAL,TRK623843,,,,,,ACTIVE,0,,,,,,,,,2016-11-21 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS206759,INDIVIDUAL,Fatima Al-Shamsi,Fatima Al-Shamsi,78419903941566,EMIRATES_ID,1990-12-11,INDIA,"Building 872, Street 43",Area 16,Dubai,SHARJAH,UAE,12313,+97159815290,,fatima.al-shamsi@yahoo.com,,YES,,,COMPLIANT,2024-10-25,LOW,ACC9995633,SAVINGS,MINOR,SAVINGS - Fatima Al-Shamsi,EUR,ACTIVE,ACTIVE,2016-04-26,,2024-01-12,2024-01-19,139414.92,132107.1602888741,500,3.53,4850.34,YES,,NO,,,2023-11-25,MONTHLY,TRK259038,,,,,,ACTIVE,0,,,,,,,,,2016-04-26 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS494000,INDIVIDUAL,Noor Al-Kaabi,Noor Al-Kaabi,78419967960756,EMIRATES_ID,1990-05-25,SYRIA,"Building 25, Street 15",Area 11,Sharjah,ABU_DHABI,UAE,36976,+97159048149,,noor.al-kaabi@yahoo.com,noor.al-kaabi@yahoo.com,NO,,,PENDING,2025-03-15,HIGH,ACC4429016,CURRENT,INDIVIDUAL,CURRENT - Noor Al-Kaabi,AED,ACTIVE,ACTIVE,2020-05-11,,2024-06-15,2024-06-17,27286.27,26576.099745765798,500,0.0,0.0,YES,1.0,YES,,,2024-03-17,MONTHLY,TRK231660,,,,,,ACTIVE,0,,,,,,,,,2020-05-11 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS196216,INDIVIDUAL,Hassan Al-Mansouri,Hassan Al-Mansouri,78419878113821,EMIRATES_ID,1975-10-08,PAKISTAN,"Building 311, Street 19",Area 19,Ajman,RAS_AL_KHAIMAH,UAE,36398,+97154561067,+97158072704,hassan.al-mansouri@gmail.com,hassan.al-mansouri@outlook.com,NO,,,EXPIRED,2024-08-15,MEDIUM,ACC3913796,SAVINGS,INDIVIDUAL,SAVINGS - Hassan Al-Mansouri,SAR,ACTIVE,ACTIVE,2015-10-30,,2024-04-05,2024-04-24,62636.86,59316.205758708486,500,3.54,2679.86,NO,,NO,,,2024-02-08,MONTHLY,TRK895720,,,,,,ACTIVE,0,,,,,,,,,2015-10-30 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS414815,CORPORATE,Omar Al-Kaabi,Omar Al-Kaabi,78419826590741,EMIRATES_ID,1974-12-16,INDIA,"Building 201, Street 10",Area 7,Dubai,DUBAI,UAE,75627,+97156279004,,omar.al-kaabi@hotmail.com,omar.al-kaabi@outlook.com,NO,,,EXPIRED,2025-11-19,LOW,ACC3563536,SAVINGS,MINOR,SAVINGS - Omar Al-Kaabi,GBP,ACTIVE,ACTIVE,2017-08-13,,2024-04-12,2024-05-10,57003.54,46045.48612304435,500,4.19,1447.49,YES,,NO,,,2024-02-26,ANNUAL,TRK465511,,,,,,ACTIVE,0,,,,,,,,,2017-08-13 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS634363,INDIVIDUAL,Omar Al-Kaabi,Omar Al-Kaabi,78419888641531,EMIRATES_ID,2000-11-05,SYRIA,"Building 261, Street 16",Area 20,Abu Dhabi,DUBAI,UAE,25300,+97151548634,+97156448284,omar.al-kaabi@hotmail.com,omar.al-kaabi@gmail.com,YES,,,EXPIRED,2024-07-09,HIGH,ACC9197714,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Omar Al-Kaabi,EUR,ACTIVE,ACTIVE,2023-07-14,,2024-07-27,2024-08-12,124964.67,124156.98412408818,0,3.13,3163.05,NO,,YES,2026-07-23,YES,2024-06-21,ANNUAL,TRK700426,,,,,,ACTIVE,0,,,,,,,,,2023-07-14 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS914419,CORPORATE,Aisha Al-Mazrouei,Aisha Al-Mazrouei,78419802625220,EMIRATES_ID,1972-12-14,PAKISTAN,"Building 538, Street 27",Area 10,Ajman,ABU_DHABI,UAE,33121,+97156285607,,aisha.al-mazrouei@yahoo.com,,YES,,,PENDING,2024-08-19,LOW,ACC6777952,SAVINGS,MINOR,SAVINGS - Aisha Al-Mazrouei,USD,ACTIVE,ACTIVE,2022-01-12,,2023-12-09,2023-12-15,61966.02,50303.79276322766,500,1.23,2501.36,NO,2.0,NO,,,2023-09-30,ANNUAL,TRK214499,,,,,,ACTIVE,0,,,,,,,,,2022-01-12 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS767349,INDIVIDUAL,Fatima Al-Kaabi,Fatima Al-Kaabi,78419959140210,EMIRATES_ID,1991-02-01,UAE,"Building 63, Street 18",Area 1,Dubai,DUBAI,UAE,37665,+97158763319,+97156302626,fatima.al-kaabi@outlook.com,fatima.al-kaabi@hotmail.com,NO,,,PENDING,2025-06-12,HIGH,ACC3787134,CURRENT,CORPORATE,CURRENT - Fatima Al-Kaabi,EUR,ACTIVE,ACTIVE,2023-08-03,,2024-07-12,2024-07-22,13320.36,12832.427732608436,500,0.0,0.0,NO,,NO,,,2024-05-04,MONTHLY,TRK473323,,,,,,ACTIVE,0,,,,,,,,,2023-08-03 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS446297,CORPORATE,Omar Al-Mazrouei,Omar Al-Mazrouei,78420025169769,EMIRATES_ID,1981-08-20,JORDAN,"Building 703, Street 43",Area 16,Ajman,RAS_AL_KHAIMAH,UAE,34633,+97150052497,+97155405343,omar.al-mazrouei@gmail.com,,YES,,,PENDING,2025-11-15,LOW,ACC2680697,CURRENT,CORPORATE,CURRENT - Omar Al-Mazrouei,SAR,ACTIVE,ACTIVE,2022-07-17,,2024-09-20,2024-10-05,5623.25,4948.645781877984,500,0.0,0.0,YES,,NO,,,2024-07-10,ANNUAL,TRK205335,,,,,,ACTIVE,0,,,,,,,,,2022-07-17 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS869946,INDIVIDUAL,Mohammed Al-Suwaidi,Mohammed Al-Suwaidi,78419952461125,EMIRATES_ID,1979-11-18,PHILIPPINES,"Building 896, Street 30",Area 6,Ajman,DUBAI,UAE,73198,+97159070902,,mohammed.al-suwaidi@yahoo.com,,YES,,,COMPLIANT,2025-12-01,LOW,ACC7456854,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Mohammed Al-Suwaidi,EUR,ACTIVE,ACTIVE,2015-11-19,,2024-02-12,2024-03-11,393506.66,344986.4872992844,0,1.62,15255.07,NO,3.0,YES,2019-09-17,YES,2023-12-02,MONTHLY,TRK660509,,,,,,ACTIVE,0,,,,,,,,,2015-11-19 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS764323,INDIVIDUAL,Mariam Al-Suwaidi,Mariam Al-Suwaidi,78420006758373,EMIRATES_ID,1982-12-24,EGYPT,"Building 754, Street 47",Area 13,Ajman,UMM_AL_QUWAIN,UAE,40587,+97153750560,,mariam.al-suwaidi@outlook.com,,YES,,,EXPIRED,2026-10-07,HIGH,ACC9253698,CURRENT,JOINT,CURRENT - Mariam Al-Suwaidi,AED,ACTIVE,ACTIVE,2017-03-08,,2024-02-10,2024-02-28,153384.31,133988.46599802858,500,0.0,0.0,NO,3.0,YES,,,2023-12-23,MONTHLY,TRK718722,,,,,,ACTIVE,0,,,,,,,,,2017-03-08 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS661620,INDIVIDUAL,Mariam Al-Suwaidi,Mariam Al-Suwaidi,78419837632241,EMIRATES_ID,1970-09-28,INDIA,"Building 472, Street 21",Area 5,Sharjah,UMM_AL_QUWAIN,UAE,38692,+97158385800,+97152473387,mariam.al-suwaidi@outlook.com,,YES,,,PENDING,2025-05-17,HIGH,ACC4185283,INVESTMENT,SECURITIES,INVESTMENT - Mariam Al-Suwaidi,AED,ACTIVE,ACTIVE,2022-07-03,,2023-12-19,2023-12-27,186818.07,186700.32247266851,0,3.33,5442.26,YES,,NO,,,2023-11-16,QUARTERLY,TRK260119,,,,,,ACTIVE,0,,,,,,,,,2022-07-03 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS968100,CORPORATE,Ahmed Al-Suwaidi,Ahmed Al-Suwaidi,78419893670819,EMIRATES_ID,1970-09-13,JORDAN,"Building 346, Street 28",Area 16,Sharjah,UMM_AL_QUWAIN,UAE,61296,+97156560950,,ahmed.al-suwaidi@outlook.com,,YES,,,PENDING,2026-07-04,LOW,ACC4533501,SAVINGS,JOINT,SAVINGS - Ahmed Al-Suwaidi,EUR,ACTIVE,ACTIVE,2015-10-06,,2024-08-31,2024-09-24,171427.37,164271.21895572156,500,3.96,2085.4,NO,,YES,,,2024-06-26,MONTHLY,TRK563348,,,,,,ACTIVE,0,,,,,,,,,2015-10-06 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS829762,INDIVIDUAL,Aisha Al-Zaabi,Aisha Al-Zaabi,78419928165734,EMIRATES_ID,1991-03-02,JORDAN,"Building 99, Street 23",Area 16,Abu Dhabi,DUBAI,UAE,25380,+97158647567,+97159955472,aisha.al-zaabi@hotmail.com,aisha.al-zaabi@hotmail.com,YES,,,COMPLIANT,2024-04-13,MEDIUM,ACC9094028,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Aisha Al-Zaabi,EUR,ACTIVE,ACTIVE,2023-10-26,,2024-08-22,2024-09-13,368982.85,339180.5095525351,0,1.19,14688.47,YES,,NO,2026-11-05,YES,2024-07-06,ANNUAL,TRK784925,,,,,,ACTIVE,0,,,,,,,,,2023-10-26 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS566740,INDIVIDUAL,Fatima Al-Mansouri,Fatima Al-Mansouri,78419809044647,EMIRATES_ID,1978-12-24,UAE,"Building 97, Street 38",Area 6,Ajman,AJMAN,UAE,94488,+97157275548,,fatima.al-mansouri@yahoo.com,,YES,,,PENDING,2026-03-13,HIGH,ACC7162658,CURRENT,INDIVIDUAL,CURRENT - Fatima Al-Mansouri,AED,ACTIVE,ACTIVE,2018-03-16,,2024-03-25,2024-04-06,128461.16,117055.35473448352,500,0.0,0.0,NO,,YES,,,2024-01-07,MONTHLY,TRK790573,,,,,,ACTIVE,0,,,,,,,,,2018-03-16 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS223025,INDIVIDUAL,Hassan Al-Kaabi,Hassan Al-Kaabi,78420003704659,EMIRATES_ID,1972-09-09,JORDAN,"Building 872, Street 49",Area 2,Dubai,DUBAI,UAE,76341,+97155009306,,hassan.al-kaabi@yahoo.com,,YES,,,COMPLIANT,2025-01-17,MEDIUM,ACC4031041,SAVINGS,INDIVIDUAL,SAVINGS - Hassan Al-Kaabi,SAR,ACTIVE,ACTIVE,2022-06-23,,2024-06-23,2024-07-07,25047.54,20738.63697377852,500,2.46,564.01,NO,,YES,,,2024-04-10,MONTHLY,TRK794804,,,,,,ACTIVE,0,,,,,,,,,2022-06-23 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS959584,INDIVIDUAL,Aisha Al-Zaabi,Aisha Al-Zaabi,78419987024113,EMIRATES_ID,1978-03-24,INDIA,"Building 638, Street 28",Area 3,Sharjah,SHARJAH,UAE,60040,+97152740044,,aisha.al-zaabi@gmail.com,aisha.al-zaabi@hotmail.com,YES,,,PENDING,2024-02-21,HIGH,ACC1750538,SAVINGS,INDIVIDUAL,SAVINGS - Aisha Al-Zaabi,EUR,ACTIVE,ACTIVE,2017-03-02,,2024-08-12,2024-09-01,191505.87,179893.06641323914,500,1.27,4765.76,YES,,YES,,,2024-06-23,QUARTERLY,TRK497349,,,,,,ACTIVE,0,,,,,,,,,2017-03-02 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS127168,CORPORATE,Fatima Al-Shamsi,Fatima Al-Shamsi,78420002492738,EMIRATES_ID,1981-06-25,UAE,"Building 280, Street 10",Area 8,Sharjah,DUBAI,UAE,22838,+97156327627,+97153728326,fatima.al-shamsi@hotmail.com,fatima.al-shamsi@gmail.com,YES,,,PENDING,2026-05-19,MEDIUM,ACC5152322,CURRENT,CORPORATE,CURRENT - Fatima Al-Shamsi,AED,ACTIVE,ACTIVE,2023-03-07,,2023-12-16,2024-01-01,109899.57,95588.45264567825,500,0.0,0.0,NO,,YES,,,2023-09-20,MONTHLY,TRK279041,,,,,,ACTIVE,0,,,,,,,,,2023-03-07 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS433443,CORPORATE,Hassan Al-Shamsi,Hassan Al-Shamsi,78419809616197,EMIRATES_ID,1992-03-22,PHILIPPINES,"Building 130, Street 10",Area 13,Sharjah,DUBAI,UAE,93780,+97156210098,+97154179399,hassan.al-shamsi@hotmail.com,hassan.al-shamsi@yahoo.com,NO,,,EXPIRED,2025-09-10,MEDIUM,ACC7535788,SAVINGS,MINOR,SAVINGS - Hassan Al-Shamsi,GBP,ACTIVE,ACTIVE,2022-06-28,,2024-05-08,2024-05-24,95633.94,94518.40852426025,500,4.03,4070.27,NO,,YES,,,2024-02-08,QUARTERLY,TRK526261,,,,,,ACTIVE,0,,,,,,,,,2022-06-28 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS908010,INDIVIDUAL,Fatima Al-Mansouri,Fatima Al-Mansouri,78419825795781,EMIRATES_ID,1987-08-26,SYRIA,"Building 896, Street 1",Area 14,Abu Dhabi,AJMAN,UAE,75248,+97158640458,+97158932346,fatima.al-mansouri@gmail.com,,YES,,,PENDING,2024-12-14,HIGH,ACC6246854,CURRENT,JOINT,CURRENT - Fatima Al-Mansouri,SAR,ACTIVE,ACTIVE,2022-01-25,,2024-07-31,2024-08-23,189000.96,164244.12591451016,500,0.0,0.0,YES,,YES,,,2024-05-19,ANNUAL,TRK336001,,,,,,ACTIVE,0,,,,,,,,,2022-01-25 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS283305,CORPORATE,Hassan Al-Dhaheri,Hassan Al-Dhaheri,78420015190365,EMIRATES_ID,1996-09-28,UAE,"Building 785, Street 8",Area 10,Sharjah,AJMAN,UAE,48475,+97154441781,,hassan.al-dhaheri@hotmail.com,,NO,,,PENDING,2026-01-15,HIGH,ACC2260344,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Hassan Al-Dhaheri,GBP,ACTIVE,ACTIVE,2022-01-03,,2024-04-28,2024-04-29,250276.39,218027.98001526966,0,2.96,5791.91,NO,,NO,2025-02-05,YES,2024-02-02,ANNUAL,TRK295200,,,,,,ACTIVE,0,,,,,,,,,2022-01-03 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS521598,CORPORATE,Omar Al-Kaabi,Omar Al-Kaabi,78419839177419,EMIRATES_ID,1970-03-25,EGYPT,"Building 673, Street 17",Area 8,Ajman,AJMAN,UAE,59061,+97155021168,,omar.al-kaabi@yahoo.com,,NO,,,COMPLIANT,2025-11-27,MEDIUM,ACC6948065,CURRENT,INDIVIDUAL,CURRENT - Omar Al-Kaabi,USD,ACTIVE,ACTIVE,2022-03-13,,2024-10-18,2024-10-22,106054.76,92346.92301017417,500,0.0,0.0,NO,,YES,,,2024-09-11,MONTHLY,TRK398739,,,,,,ACTIVE,0,,,,,,,,,2022-03-13 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS142211,CORPORATE,Mariam Al-Mansouri,Mariam Al-Mansouri,78419838064807,EMIRATES_ID,1985-09-16,EGYPT,"Building 820, Street 44",Area 5,Sharjah,UMM_AL_QUWAIN,UAE,62412,+97158419789,+97156523795,mariam.al-mansouri@yahoo.com,,YES,,,COMPLIANT,2024-03-12,HIGH,ACC3242783,INVESTMENT,SECURITIES,INVESTMENT - Mariam Al-Mansouri,AED,ACTIVE,ACTIVE,2018-07-18,,2023-12-25,2024-01-18,40198.89,37661.838874404784,0,0.71,1736.33,NO,3.0,YES,,,2023-10-29,QUARTERLY,TRK403527,,,,,,ACTIVE,0,,,,,,,,,2018-07-18 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS395932,INDIVIDUAL,Aisha Al-Shamsi,Aisha Al-Shamsi,78419885149917,EMIRATES_ID,1991-07-07,EGYPT,"Building 486, Street 46",Area 4,Abu Dhabi,ABU_DHABI,UAE,87489,+97152495209,,aisha.al-shamsi@yahoo.com,,NO,,,COMPLIANT,2024-07-01,HIGH,ACC9152539,CURRENT,CORPORATE,CURRENT - Aisha Al-Shamsi,USD,ACTIVE,ACTIVE,2020-10-07,,2024-03-14,2024-03-16,37778.62,36753.6868756077,500,0.0,0.0,NO,,NO,,,2023-12-31,ANNUAL,TRK342669,,,,,,ACTIVE,0,,,,,,,,,2020-10-07 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS332548,CORPORATE,Ahmed Al-Shamsi,Ahmed Al-Shamsi,78419915706947,EMIRATES_ID,2000-06-23,PAKISTAN,"Building 429, Street 16",Area 11,Dubai,ABU_DHABI,UAE,15359,+97150008991,,ahmed.al-shamsi@outlook.com,,NO,,,EXPIRED,2026-02-14,LOW,ACC6640128,INVESTMENT,SECURITIES,INVESTMENT - Ahmed Al-Shamsi,EUR,ACTIVE,ACTIVE,2022-09-08,,2024-01-06,2024-02-05,10805.27,9705.912326486146,0,1.84,156.26,YES,,YES,,,2023-11-16,QUARTERLY,TRK877301,,,,,,ACTIVE,0,,,,,,,,,2022-09-08 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS949383,INDIVIDUAL,Ali Al-Zaabi,Ali Al-Zaabi,78419984194945,EMIRATES_ID,1976-12-15,PHILIPPINES,"Building 948, Street 7",Area 3,Sharjah,SHARJAH,UAE,72154,+97153388982,+97152578194,ali.al-zaabi@gmail.com,,NO,,,PENDING,2026-05-25,HIGH,ACC7063033,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Ali Al-Zaabi,EUR,ACTIVE,ACTIVE,2022-09-23,,2024-05-18,2024-06-15,48179.43,42070.39414984828,0,3.02,708.1,NO,,NO,2024-06-16,YES,2024-03-16,ANNUAL,TRK929303,,,,,,ACTIVE,0,,,,,,,,,2022-09-23 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS122937,CORPORATE,Ali Al-Mansouri,Ali Al-Mansouri,78420019933361,EMIRATES_ID,1997-09-03,PHILIPPINES,"Building 170, Street 29",Area 17,Ajman,FUJAIRAH,UAE,61150,+97156725129,+97153471618,ali.al-mansouri@yahoo.com,,YES,,,PENDING,2026-01-26,HIGH,ACC3800706,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Ali Al-Mansouri,GBP,ACTIVE,ACTIVE,2016-02-21,,2024-10-30,2024-11-15,398223.24,374947.41189632844,0,2.6,8815.23,YES,,NO,2018-03-16,NO,2024-08-26,MONTHLY,TRK279420,,,,,,ACTIVE,0,,,,,,,,,2016-02-21 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS334807,INDIVIDUAL,Ahmed Al-Mazrouei,Ahmed Al-Mazrouei,78420005177662,EMIRATES_ID,1996-04-18,EGYPT,"Building 119, Street 1",Area 12,Sharjah,SHARJAH,UAE,20911,+97159215306,,ahmed.al-mazrouei@yahoo.com,,NO,,,EXPIRED,2024-11-27,LOW,ACC1765250,SAVINGS,MINOR,SAVINGS - Ahmed Al-Mazrouei,EUR,ACTIVE,ACTIVE,2020-11-20,,2024-07-11,2024-07-18,185485.97,175487.41100503088,500,1.62,3754.14,YES,,YES,,,2024-04-26,ANNUAL,TRK821541,,,,,,ACTIVE,0,,,,,,,,,2020-11-20 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS500536,CORPORATE,Aisha Al-Dhaheri,Aisha Al-Dhaheri,78419848483576,EMIRATES_ID,1977-12-24,INDIA,"Building 445, Street 24",Area 5,Ajman,DUBAI,UAE,75006,+97153045291,,aisha.al-dhaheri@yahoo.com,,NO,,,PENDING,2024-11-10,LOW,ACC5317535,SAVINGS,MINOR,SAVINGS - Aisha Al-Dhaheri,EUR,ACTIVE,ACTIVE,2015-06-24,,2024-08-18,2024-08-23,116541.93,113867.36364107134,500,3.77,4369.7,YES,,YES,,,2024-06-22,MONTHLY,TRK577127,,,,,,ACTIVE,0,,,,,,,,,2015-06-24 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS776456,CORPORATE,Hassan Al-Zaabi,Hassan Al-Zaabi,78419802846089,EMIRATES_ID,1996-01-25,SYRIA,"Building 851, Street 42",Area 2,Abu Dhabi,ABU_DHABI,UAE,20957,+97154490530,,hassan.al-zaabi@gmail.com,hassan.al-zaabi@gmail.com,YES,,,PENDING,2026-06-28,HIGH,ACC7752901,CURRENT,JOINT,CURRENT - Hassan Al-Zaabi,AED,ACTIVE,ACTIVE,2019-09-07,,2024-11-24,2024-11-30,120857.06,100051.03607194028,500,0.0,0.0,NO,2.0,NO,,,2024-09-25,MONTHLY,TRK355652,,,,,,ACTIVE,0,,,,,,,,,2019-09-07 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS158589,INDIVIDUAL,Ahmed Al-Mansouri,Ahmed Al-Mansouri,78419804763343,EMIRATES_ID,1970-04-14,PHILIPPINES,"Building 395, Street 10",Area 12,Sharjah,ABU_DHABI,UAE,99707,+97156454929,+97151885904,ahmed.al-mansouri@hotmail.com,,YES,,,COMPLIANT,2024-05-12,LOW,ACC5487177,CURRENT,INDIVIDUAL,CURRENT - Ahmed Al-Mansouri,SAR,ACTIVE,ACTIVE,2019-04-06,,2024-07-02,2024-07-12,20961.93,17265.7169516041,500,0.0,0.0,YES,3.0,YES,,,2024-05-22,QUARTERLY,TRK656249,,,,,,ACTIVE,0,,,,,,,,,2019-04-06 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS451109,CORPORATE,Ali Al-Shamsi,Ali Al-Shamsi,78419957192680,EMIRATES_ID,1999-05-26,JORDAN,"Building 929, Street 46",Area 3,Dubai,UMM_AL_QUWAIN,UAE,29482,+97152459356,,ali.al-shamsi@hotmail.com,,NO,,,COMPLIANT,2024-10-14,HIGH,ACC4042807,INVESTMENT,MUTUAL_FUND,INVESTMENT - Ali Al-Shamsi,EUR,ACTIVE,ACTIVE,2022-10-03,,2024-07-07,2024-07-11,70002.94,57268.6634413889,0,4.48,1209.29,NO,,NO,,,2024-05-11,QUARTERLY,TRK827104,,,,,,ACTIVE,0,,,,,,,,,2022-10-03 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS534052,CORPORATE,Aisha Al-Kaabi,Aisha Al-Kaabi,78419979996153,EMIRATES_ID,1996-04-13,PAKISTAN,"Building 86, Street 38",Area 14,Abu Dhabi,RAS_AL_KHAIMAH,UAE,21436,+97153945884,,aisha.al-kaabi@yahoo.com,aisha.al-kaabi@gmail.com,NO,,,PENDING,2025-03-04,LOW,ACC6594616,SAVINGS,JOINT,SAVINGS - Aisha Al-Kaabi,EUR,ACTIVE,ACTIVE,2017-12-07,,2024-02-23,2024-03-05,99671.91,96656.8646066568,500,3.97,4262.01,NO,,NO,,,2024-01-09,MONTHLY,TRK968034,,,,,,ACTIVE,0,,,,,,,,,2017-12-07 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS335496,CORPORATE,Mohammed Al-Kaabi,Mohammed Al-Kaabi,78419812778549,EMIRATES_ID,1991-10-03,SYRIA,"Building 489, Street 39",Area 6,Dubai,ABU_DHABI,UAE,57873,+97152370243,,mohammed.al-kaabi@gmail.com,,NO,,,COMPLIANT,2024-08-24,LOW,ACC1937270,SAVINGS,INDIVIDUAL,SAVINGS - Mohammed Al-Kaabi,SAR,ACTIVE,ACTIVE,2019-02-27,,2024-11-17,2024-12-09,139376.45,137948.2808242142,500,2.38,5422.06,NO,,YES,,,2024-09-30,MONTHLY,TRK263459,,,,,,ACTIVE,0,,,,,,,,,2019-02-27 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS162915,CORPORATE,Mohammed Al-Mansouri,Mohammed Al-Mansouri,78419989420022,EMIRATES_ID,1979-12-08,PAKISTAN,"Building 434, Street 11",Area 9,Dubai,FUJAIRAH,UAE,59487,+97152099389,+97156717637,mohammed.al-mansouri@gmail.com,,YES,,,PENDING,2026-10-27,LOW,ACC1538869,SAVINGS,JOINT,SAVINGS - Mohammed Al-Mansouri,GBP,ACTIVE,ACTIVE,2018-10-29,,2024-04-28,2024-05-13,136140.76,117440.18367834574,500,3.07,5866.33,YES,,NO,,,2024-02-17,QUARTERLY,TRK304189,,,,,,ACTIVE,0,,,,,,,,,2018-10-29 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS383031,INDIVIDUAL,Mariam Al-Shamsi,Mariam Al-Shamsi,78419972786178,EMIRATES_ID,1972-04-20,JORDAN,"Building 12, Street 49",Area 10,Abu Dhabi,FUJAIRAH,UAE,36440,+97150543024,,mariam.al-shamsi@gmail.com,mariam.al-shamsi@gmail.com,NO,,,COMPLIANT,2024-06-03,MEDIUM,ACC2818665,CURRENT,INDIVIDUAL,CURRENT - Mariam Al-Shamsi,AED,ACTIVE,ACTIVE,2020-10-03,,2024-06-12,2024-06-23,6095.75,5793.009977115994,500,0.0,0.0,NO,,NO,,,2024-03-26,QUARTERLY,TRK860939,,,,,,ACTIVE,0,,,,,,,,,2020-10-03 00:00:00,2024-12-01 00:00:00,SYSTEM
